"r","f(r)","w(r)","a","f(a)","w(a)","b","f(b)","w(b)","c","f(c)","w(c)"
1326,"2*3*13*17",4,13,"13^1",1,51,"3^1*17^1",2,64,"2^6",1
1326,"2*3*13*17",4,13,"13^1",1,68,"2^2*17^1",2,81,"3^4",1
1326,"2*3*13*17",4,16,"2^4",1,153,"3^2*17^1",2,169,"13^2",1
1326,"2*3*13*17",4,81,"3^4",1,208,"2^4*13^1",2,289,"17^2",1
1330,"2*5*7*19",4,1,"",0,6859,"19^3",1,6860,"2^2*5^1*7^3",3
1330,"2*5*7*19",4,5,"5^1",1,14,"2^1*7^1",2,19,"19^1",1
1330,"2*5*7*19",4,5,"5^1",1,128,"2^7",1,133,"7^1*19^1",2
1330,"2*5*7*19",4,8,"2^3",1,125,"5^3",1,133,"7^1*19^1",2
1330,"2*5*7*19",4,16,"2^4",1,19,"19^1",1,35,"5^1*7^1",2
1330,"2*5*7*19",4,49,"7^2",1,76,"2^2*19^1",2,125,"5^3",1
1430,"2*5*11*13",4,1,"",0,6655,"5^1*11^3",2,6656,"2^9*13^1",2
1430,"2*5*11*13",4,44,"2^2*11^1",2,125,"5^3",1,169,"13^2",1
1482,"2*3*13*19",4,1,"",0,38,"2^1*19^1",2,39,"3^1*13^1",2
1482,"2*3*13*19",4,2,"2^1",1,169,"13^2",1,171,"3^2*19^1",2
1482,"2*3*13*19",4,4,"2^2",1,243,"3^5",1,247,"13^1*19^1",2
1482,"2*3*13*19",4,6,"2^1*3^1",2,13,"13^1",1,19,"19^1",1
1482,"2*3*13*19",4,9,"3^2",1,247,"13^1*19^1",2,256,"2^8",1
1482,"2*3*13*19",4,169,"13^2",1,192,"2^6*3^1",2,361,"19^2",1
1482,"2*3*13*19",4,1024,"2^10",1,2187,"3^7",1,3211,"13^2*19^1",2
1518,"2*3*11*23",4,1,"",0,528,"2^4*3^1*11^1",3,529,"23^2",1
1518,"2*3*11*23",4,3,"3^1",1,253,"11^1*23^1",2,256,"2^8",1
1518,"2*3*11*23",4,11,"11^1",1,12,"2^2*3^1",2,23,"23^1",1
1518,"2*3*11*23",4,11,"11^1",1,81,"3^4",1,92,"2^2*23^1",2
1518,"2*3*11*23",4,23,"23^1",1,121,"11^2",1,144,"2^4*3^2",2
1518,"2*3*11*23",4,121,"11^2",1,12167,"23^3",1,12288,"2^12*3^1",2
1518,"2*3*11*23",4,256,"2^8",1,1331,"11^3",1,1587,"3^1*23^2",2
1610,"2*5*7*23",4,1,"",0,160,"2^5*5^1",2,161,"7^1*23^1",2
1610,"2*5*7*23",4,5,"5^1",1,23,"23^1",1,28,"2^2*7^1",2
1610,"2*5*7*23",4,23,"23^1",1,320,"2^6*5^1",2,343,"7^3",1
1610,"2*5*7*23",4,25,"5^2",1,343,"7^3",1,368,"2^4*23^1",2
1794,"2*3*13*23",4,1,"",0,207,"3^2*23^1",2,208,"2^4*13^1",2
1794,"2*3*13*23",4,1,"",0,3887,"13^2*23^1",2,3888,"2^4*3^5",2
1794,"2*3*13*23",4,1,"",0,12167,"23^3",1,12168,"2^3*3^2*13^2",3
1794,"2*3*13*23",4,3,"3^1",1,23,"23^1",1,26,"2^1*13^1",2
1794,"2*3*13*23",4,13,"13^1",1,23,"23^1",1,36,"2^2*3^2",2
1794,"2*3*13*23",4,16,"2^4",1,23,"23^1",1,39,"3^1*13^1",2
1794,"2*3*13*23",4,23,"23^1",1,81,"3^4",1,104,"2^3*13^1",2
1794,"2*3*13*23",4,23,"23^1",1,169,"13^2",1,192,"2^6*3^1",2
1794,"2*3*13*23",4,81,"3^4",1,2116,"2^2*23^2",2,2197,"13^3",1
1870,"2*5*11*17",4,5,"5^1",1,17,"17^1",1,22,"2^1*11^1",2
1870,"2*5*11*17",4,11,"11^1",1,125,"5^3",1,136,"2^3*17^1",2
1914,"2*3*11*29",4,1,"",0,87,"3^1*29^1",2,88,"2^3*11^1",2
1914,"2*3*11*29",4,4,"2^2",1,29,"29^1",1,33,"3^1*11^1",2
1914,"2*3*11*29",4,11,"11^1",1,18,"2^1*3^2",2,29,"29^1",1
1914,"2*3*11*29",4,11,"11^1",1,232,"2^3*29^1",2,243,"3^5",1
1914,"2*3*11*29",4,29,"29^1",1,99,"3^2*11^1",2,128,"2^7",1
1938,"2*3*17*19",4,1,"",0,152,"2^3*19^1",2,153,"3^2*17^1",2
1938,"2*3*17*19",4,1,"",0,323,"17^1*19^1",2,324,"2^2*3^4",2
1938,"2*3*17*19",4,17,"17^1",1,19,"19^1",1,36,"2^2*3^2",2
1938,"2*3*17*19",4,19,"19^1",1,32,"2^5",1,51,"3^1*17^1",2
1938,"2*3*17*19",4,72,"2^3*3^2",2,289,"17^2",1,361,"19^2",1
2002,"2*7*11*13",4,7,"7^1",1,169,"13^2",1,176,"2^4*11^1",2
2002,"2*7*11*13",4,13,"13^1",1,64,"2^6",1,77,"7^1*11^1",2
2030,"2*5*7*29",4,20,"2^2*5^1",2,29,"29^1",1,49,"7^2",1
2030,"2*5*7*29",4,29,"29^1",1,35,"5^1*7^1",2,64,"2^6",1
2090,"2*5*11*19",4,16,"2^4",1,6859,"19^3",1,6875,"5^4*11^1",2
2090,"2*5*11*19",4,19,"19^1",1,25,"5^2",1,44,"2^2*11^1",2
2090,"2*5*11*19",4,19,"19^1",1,256,"2^8",1,275,"5^2*11^1",2
2090,"2*5*11*19",4,125,"5^3",1,3971,"11^1*19^2",2,4096,"2^12",1
2210,"2*5*13*17",4,1,"",0,169,"13^2",1,170,"2^1*5^1*17^1",3
2210,"2*5*13*17",4,169,"13^2",1,256,"2^8",1,425,"5^2*17^1",2
2262,"2*3*13*29",4,1,"",0,116,"2^2*29^1",2,117,"3^2*13^1",2
2262,"2*3*13*29",4,3,"3^1",1,26,"2^1*13^1",2,29,"29^1",1
2262,"2*3*13*29",4,9,"3^2",1,832,"2^6*13^1",2,841,"29^2",1
2262,"2*3*13*29",4,29,"29^1",1,52,"2^2*13^1",2,81,"3^4",1
2262,"2*3*13*29",4,29,"29^1",1,1024,"2^10",1,1053,"3^4*13^1",2
2262,"2*3*13*29",4,87,"3^1*29^1",2,169,"13^2",1,256,"2^8",1
2310,"2*3*5*7*11",5,1,"",0,384,"2^7*3^1",2,385,"5^1*7^1*11^1",3
2310,"2*3*5*7*11",5,1,"",0,440,"2^3*5^1*11^1",3,441,"3^2*7^2",2
2310,"2*3*5*7*11",5,1,"",0,539,"7^2*11^1",2,540,"2^2*3^3*5^1",3
2310,"2*3*5*7*11",5,1,"",0,3024,"2^4*3^3*7^1",3,3025,"5^2*11^2",2
2310,"2*3*5*7*11",5,1,"",0,9800,"2^3*5^2*7^2",3,9801,"3^4*11^2",2
2310,"2*3*5*7*11",5,2,"2^1",1,33,"3^1*11^1",2,35,"5^1*7^1",2
2310,"2*3*5*7*11",5,2,"2^1",1,75,"3^1*5^2",2,77,"7^1*11^1",2
2310,"2*3*5*7*11",5,3,"3^1",1,77,"7^1*11^1",2,80,"2^4*5^1",2
2310,"2*3*5*7*11",5,3,"3^1",1,242,"2^1*11^2",2,245,"5^1*7^2",2
2310,"2*3*5*7*11",5,3,"3^1",1,1372,"2^2*7^3",2,1375,"5^3*11^1",2
2310,"2*3*5*7*11",5,5,"5^1",1,28,"2^2*7^1",2,33,"3^1*11^1",2
2310,"2*3*5*7*11",5,5,"5^1",1,72,"2^3*3^2",2,77,"7^1*11^1",2
2310,"2*3*5*7*11",5,5,"5^1",1,121,"11^2",1,126,"2^1*3^2*7^1",3
2310,"2*3*5*7*11",5,5,"5^1",1,891,"3^4*11^1",2,896,"2^7*7^1",2
2310,"2*3*5*7*11",5,6,"2^1*3^1",2,49,"7^2",1,55,"5^1*11^1",2
2310,"2*3*5*7*11",5,7,"7^1",1,15,"3^1*5^1",2,22,"2^1*11^1",2
2310,"2*3*5*7*11",5,7,"7^1",1,33,"3^1*11^1",2,40,"2^3*5^1",2
2310,"2*3*5*7*11",5,7,"7^1",1,48,"2^4*3^1",2,55,"5^1*11^1",2
2310,"2*3*5*7*11",5,7,"7^1",1,125,"5^3",1,132,"2^2*3^1*11^1",3
2310,"2*3*5*7*11",5,7,"7^1",1,3993,"3^1*11^3",2,4000,"2^5*5^3",2
2310,"2*3*5*7*11",5,7,"7^1",1,5625,"3^2*5^4",2,5632,"2^9*11^1",2
2310,"2*3*5*7*11",5,8,"2^3",1,55,"5^1*11^1",2,63,"3^2*7^1",2
2310,"2*3*5*7*11",5,9,"3^2",1,35,"5^1*7^1",2,44,"2^2*11^1",2
2310,"2*3*5*7*11",5,9,"3^2",1,616,"2^3*7^1*11^1",3,625,"5^4",1
2310,"2*3*5*7*11",5,10,"2^1*5^1",2,11,"11^1",1,21,"3^1*7^1",2
2310,"2*3*5*7*11",5,11,"11^1",1,24,"2^3*3^1",2,35,"5^1*7^1",2
2310,"2*3*5*7*11",5,11,"11^1",1,45,"3^2*5^1",2,56,"2^3*7^1",2
2310,"2*3*5*7*11",5,11,"11^1",1,49,"7^2",1,60,"2^2*3^1*5^1",3
2310,"2*3*5*7*11",5,11,"11^1",1,70,"2^1*5^1*7^1",3,81,"3^4",1
2310,"2*3*5*7*11",5,11,"11^1",1,189,"3^3*7^1",2,200,"2^3*5^2",2
2310,"2*3*5*7*11",5,11,"11^1",1,675,"3^3*5^2",2,686,"2^1*7^3",2
2310,"2*3*5*7*11",5,11,"11^1",1,864,"2^5*3^3",2,875,"5^3*7^1",2
2310,"2*3*5*7*11",5,14,"2^1*7^1",2,121,"11^2",1,135,"3^3*5^1",2
2310,"2*3*5*7*11",5,16,"2^4",1,105,"3^1*5^1*7^1",3,121,"11^2",1
2310,"2*3*5*7*11",5,16,"2^4",1,875,"5^3*7^1",2,891,"3^4*11^1",2
2310,"2*3*5*7*11",5,20,"2^2*5^1",2,343,"7^3",1,363,"3^1*11^2",2
2310,"2*3*5*7*11",5,21,"3^1*7^1",2,100,"2^2*5^2",2,121,"11^2",1
2310,"2*3*5*7*11",5,22,"2^1*11^1",2,125,"5^3",1,147,"3^1*7^2",2
2310,"2*3*5*7*11",5,25,"5^2",1,63,"3^2*7^1",2,88,"2^3*11^1",2
2310,"2*3*5*7*11",5,25,"5^2",1,231,"3^1*7^1*11^1",3,256,"2^8",1
2310,"2*3*5*7*11",5,25,"5^2",1,2376,"2^3*3^3*11^1",3,2401,"7^4",1
2310,"2*3*5*7*11",5,27,"3^3",1,28,"2^2*7^1",2,55,"5^1*11^1",2
2310,"2*3*5*7*11",5,27,"3^3",1,50,"2^1*5^2",2,77,"7^1*11^1",2
2310,"2*3*5*7*11",5,32,"2^5",1,45,"3^2*5^1",2,77,"7^1*11^1",2
2310,"2*3*5*7*11",5,35,"5^1*7^1",2,64,"2^6",1,99,"3^2*11^1",2
2310,"2*3*5*7*11",5,35,"5^1*7^1",2,1296,"2^4*3^4",2,1331,"11^3",1
2310,"2*3*5*7*11",5,48,"2^4*3^1",2,77,"7^1*11^1",2,125,"5^3",1
2310,"2*3*5*7*11",5,49,"7^2",1,50,"2^1*5^2",2,99,"3^2*11^1",2
2310,"2*3*5*7*11",5,49,"7^2",1,176,"2^4*11^1",2,225,"3^2*5^2",2
2310,"2*3*5*7*11",5,49,"7^2",1,275,"5^2*11^1",2,324,"2^2*3^4",2
2310,"2*3*5*7*11",5,49,"7^2",1,16335,"3^3*5^1*11^2",3,16384,"2^14",1
2310,"2*3*5*7*11",5,54,"2^1*3^3",2,121,"11^2",1,175,"5^2*7^1",2
2310,"2*3*5*7*11",5,55,"5^1*11^1",2,288,"2^5*3^2",2,343,"7^3",1
2310,"2*3*5*7*11",5,55,"5^1*11^1",2,512,"2^9",1,567,"3^4*7^1",2
2310,"2*3*5*7*11",5,55,"5^1*11^1",2,729,"3^6",1,784,"2^4*7^2",2
2310,"2*3*5*7*11",5,75,"3^1*5^2",2,121,"11^2",1,196,"2^2*7^2",2
2310,"2*3*5*7*11",5,77,"7^1*11^1",2,243,"3^5",1,320,"2^6*5^1",2
2310,"2*3*5*7*11",5,81,"3^4",1,605,"5^1*11^2",2,686,"2^1*7^3",2
2310,"2*3*5*7*11",5,99,"3^2*11^1",2,125,"5^3",1,224,"2^5*7^1",2
2310,"2*3*5*7*11",5,99,"3^2*11^1",2,2401,"7^4",1,2500,"2^2*5^4",2
2310,"2*3*5*7*11",5,121,"11^2",1,320,"2^6*5^1",2,441,"3^2*7^2",2
2310,"2*3*5*7*11",5,121,"11^2",1,504,"2^3*3^2*7^1",3,625,"5^4",1
2310,"2*3*5*7*11",5,125,"5^3",1,847,"7^1*11^2",2,972,"2^2*3^5",2
2310,"2*3*5*7*11",5,128,"2^7",1,147,"3^1*7^2",2,275,"5^2*11^1",2
2310,"2*3*5*7*11",5,128,"2^7",1,3645,"3^6*5^1",2,3773,"7^3*11^1",2
2310,"2*3*5*7*11",5,245,"5^1*7^2",2,484,"2^2*11^2",2,729,"3^6",1
2310,"2*3*5*7*11",5,297,"3^3*11^1",2,343,"7^3",1,640,"2^7*5^1",2
2310,"2*3*5*7*11",5,363,"3^1*11^2",2,512,"2^9",1,875,"5^3*7^1",2
2310,"2*3*5*7*11",5,384,"2^7*3^1",2,1331,"11^3",1,1715,"5^1*7^3",2
2310,"2*3*5*7*11",5,648,"2^3*3^4",2,3125,"5^5",1,3773,"7^3*11^1",2
2310,"2*3*5*7*11",5,1125,"3^2*5^3",2,8192,"2^13",1,9317,"7^1*11^3",2
2310,"2*3*5*7*11",5,1331,"11^3",1,9604,"2^2*7^4",2,10935,"3^7*5^1",2
2310,"2*3*5*7*11",5,2048,"2^11",1,2187,"3^7",1,4235,"5^1*7^1*11^2",3
2310,"2*3*5*7*11",5,3584,"2^9*7^1",2,14641,"11^4",1,18225,"3^6*5^2",2
2346,"2*3*17*23",4,1,"",0,68,"2^2*17^1",2,69,"3^1*23^1",2
2346,"2*3*17*23",4,6,"2^1*3^1",2,17,"17^1",1,23,"23^1",1
2346,"2*3*17*23",4,46,"2^1*23^1",2,243,"3^5",1,289,"17^2",1
2470,"2*5*13*19",4,13,"13^1",1,25,"5^2",1,38,"2^1*19^1",2
2530,"2*5*11*23",4,23,"23^1",1,32,"2^5",1,55,"5^1*11^1",2
2530,"2*5*11*23",4,125,"5^3",1,128,"2^7",1,253,"11^1*23^1",2
2618,"2*7*11*17",4,2,"2^1",1,119,"7^1*17^1",2,121,"11^2",1
2618,"2*7*11*17",4,11,"11^1",1,17,"17^1",1,28,"2^2*7^1",2
2622,"2*3*19*23",4,16,"2^4",1,513,"3^3*19^1",2,529,"23^2",1
2622,"2*3*19*23",4,19,"19^1",1,27,"3^3",1,46,"2^1*23^1",2
2622,"2*3*19*23",4,23,"23^1",1,361,"19^2",1,384,"2^7*3^1",2
2622,"2*3*19*23",4,361,"19^2",1,368,"2^4*23^1",2,729,"3^6",1
2730,"2*3*5*7*13",5,1,"",0,90,"2^1*3^2*5^1",3,91,"7^1*13^1",2
2730,"2*3*5*7*13",5,1,"",0,104,"2^3*13^1",2,105,"3^1*5^1*7^1",3
2730,"2*3*5*7*13",5,1,"",0,195,"3^1*5^1*13^1",3,196,"2^2*7^2",2
2730,"2*3*5*7*13",5,1,"",0,350,"2^1*5^2*7^1",3,351,"3^3*13^1",2
2730,"2*3*5*7*13",5,1,"",0,4095,"3^2*5^1*7^1*13^1",4,4096,"2^12",1
2730,"2*3*5*7*13",5,2,"2^1",1,63,"3^2*7^1",2,65,"5^1*13^1",2
2730,"2*3*5*7*13",5,3,"3^1",1,637,"7^2*13^1",2,640,"2^7*5^1",2
2730,"2*3*5*7*13",5,4,"2^2",1,35,"5^1*7^1",2,39,"3^1*13^1",2
2730,"2*3*5*7*13",5,5,"5^1",1,21,"3^1*7^1",2,26,"2^1*13^1",2
2730,"2*3*5*7*13",5,5,"5^1",1,91,"7^1*13^1",2,96,"2^5*3^1",2
2730,"2*3*5*7*13",5,5,"5^1",1,112,"2^4*7^1",2,117,"3^2*13^1",2
2730,"2*3*5*7*13",5,6,"2^1*3^1",2,169,"13^2",1,175,"5^2*7^1",2
2730,"2*3*5*7*13",5,7,"7^1",1,45,"3^2*5^1",2,52,"2^2*13^1",2
2730,"2*3*5*7*13",5,7,"7^1",1,65,"5^1*13^1",2,72,"2^3*3^2",2
2730,"2*3*5*7*13",5,7,"7^1",1,500,"2^2*5^3",2,507,"3^1*13^2",2
2730,"2*3*5*7*13",5,8,"2^3",1,2197,"13^3",1,2205,"3^2*5^1*7^2",3
2730,"2*3*5*7*13",5,9,"3^2",1,26,"2^1*13^1",2,35,"5^1*7^1",2
2730,"2*3*5*7*13",5,9,"3^2",1,56,"2^3*7^1",2,65,"5^1*13^1",2
2730,"2*3*5*7*13",5,9,"3^2",1,91,"7^1*13^1",2,100,"2^2*5^2",2
2730,"2*3*5*7*13",5,9,"3^2",1,10976,"2^5*7^3",2,10985,"5^1*13^3",2
2730,"2*3*5*7*13",5,10,"2^1*5^1",2,39,"3^1*13^1",2,49,"7^2",1
2730,"2*3*5*7*13",5,10,"2^1*5^1",2,81,"3^4",1,91,"7^1*13^1",2
2730,"2*3*5*7*13",5,12,"2^2*3^1",2,625,"5^4",1,637,"7^2*13^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,15,"3^1*5^1",2,28,"2^2*7^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,35,"5^1*7^1",2,48,"2^4*3^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,50,"2^1*5^2",2,63,"3^2*7^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,147,"3^1*7^2",2,160,"2^5*5^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,162,"2^1*3^4",2,175,"5^2*7^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,392,"2^3*7^2",2,405,"3^4*5^1",2
2730,"2*3*5*7*13",5,13,"13^1",1,512,"2^9",1,525,"3^1*5^2*7^1",3
2730,"2*3*5*7*13",5,13,"13^1",1,1715,"5^1*7^3",2,1728,"2^6*3^3",2
2730,"2*3*5*7*13",5,14,"2^1*7^1",2,25,"5^2",1,39,"3^1*13^1",2
2730,"2*3*5*7*13",5,16,"2^4",1,75,"3^1*5^2",2,91,"7^1*13^1",2
2730,"2*3*5*7*13",5,18,"2^1*3^2",2,325,"5^2*13^1",2,343,"7^3",1
2730,"2*3*5*7*13",5,20,"2^2*5^1",2,169,"13^2",1,189,"3^3*7^1",2
2730,"2*3*5*7*13",5,21,"3^1*7^1",2,104,"2^3*13^1",2,125,"5^3",1
2730,"2*3*5*7*13",5,25,"5^2",1,416,"2^5*13^1",2,441,"3^2*7^2",2
2730,"2*3*5*7*13",5,26,"2^1*13^1",2,49,"7^2",1,75,"3^1*5^2",2
2730,"2*3*5*7*13",5,32,"2^5",1,1183,"7^1*13^2",2,1215,"3^5*5^1",2
2730,"2*3*5*7*13",5,35,"5^1*7^1",2,208,"2^4*13^1",2,243,"3^5",1
2730,"2*3*5*7*13",5,49,"7^2",1,81,"3^4",1,130,"2^1*5^1*13^1",3
2730,"2*3*5*7*13",5,49,"7^2",1,120,"2^3*3^1*5^1",3,169,"13^2",1
2730,"2*3*5*7*13",5,49,"7^2",1,351,"3^3*13^1",2,400,"2^4*5^2",2
2730,"2*3*5*7*13",5,49,"7^2",1,975,"3^1*5^2*13^1",3,1024,"2^10",1
2730,"2*3*5*7*13",5,56,"2^3*7^1",2,169,"13^2",1,225,"3^2*5^2",2
2730,"2*3*5*7*13",5,63,"3^2*7^1",2,65,"5^1*13^1",2,128,"2^7",1
2730,"2*3*5*7*13",5,64,"2^6",1,105,"3^1*5^1*7^1",3,169,"13^2",1
2730,"2*3*5*7*13",5,91,"7^1*13^1",2,125,"5^3",1,216,"2^3*3^3",2
2730,"2*3*5*7*13",5,117,"3^2*13^1",2,128,"2^7",1,245,"5^1*7^2",2
2730,"2*3*5*7*13",5,125,"5^3",1,169,"13^2",1,294,"2^1*3^1*7^2",3
2730,"2*3*5*7*13",5,125,"5^3",1,343,"7^3",1,468,"2^2*3^2*13^1",3
2730,"2*3*5*7*13",5,135,"3^3*5^1",2,208,"2^4*13^1",2,343,"7^3",1
2730,"2*3*5*7*13",5,169,"13^2",1,560,"2^4*5^1*7^1",3,729,"3^6",1
2730,"2*3*5*7*13",5,243,"3^5",1,21632,"2^7*13^2",2,21875,"5^5*7^1",2
2730,"2*3*5*7*13",5,256,"2^8",1,3969,"3^4*7^2",2,4225,"5^2*13^2",2
2730,"2*3*5*7*13",5,405,"3^4*5^1",2,1792,"2^8*7^1",2,2197,"13^3",1
2730,"2*3*5*7*13",5,625,"5^4",1,896,"2^7*7^1",2,1521,"3^2*13^2",2
2730,"2*3*5*7*13",5,729,"3^6",1,896,"2^7*7^1",2,1625,"5^3*13^1",2
2730,"2*3*5*7*13",5,875,"5^3*7^1",2,2197,"13^3",1,3072,"2^10*3^1",2
2730,"2*3*5*7*13",5,972,"2^2*3^5",2,1225,"5^2*7^2",2,2197,"13^3",1
2730,"2*3*5*7*13",5,1183,"7^1*13^2",2,8192,"2^13",1,9375,"3^1*5^5",2
2730,"2*3*5*7*13",5,1625,"5^3*13^1",2,16807,"7^5",1,18432,"2^11*3^2",2
2730,"2*3*5*7*13",5,2401,"7^4",1,4160,"2^6*5^1*13^1",3,6561,"3^8",1
2730,"2*3*5*7*13",5,7168,"2^10*7^1",2,78125,"5^7",1,85293,"3^8*13^1",2
2926,"2*7*11*19",4,1,"",0,76,"2^2*19^1",2,77,"7^1*11^1",2
2926,"2*7*11*19",4,11,"11^1",1,38,"2^1*19^1",2,49,"7^2",1
2926,"2*7*11*19",4,343,"7^3",1,361,"19^2",1,704,"2^6*11^1",2
2958,"2*3*17*29",4,12,"2^2*3^1",2,17,"17^1",1,29,"29^1",1
2958,"2*3*17*29",4,29,"29^1",1,243,"3^5",1,272,"2^4*17^1",2
2990,"2*5*13*23",4,10,"2^1*5^1",2,13,"13^1",1,23,"23^1",1
2990,"2*5*13*23",4,13,"13^1",1,115,"5^1*23^1",2,128,"2^7",1
3094,"2*7*13*17",4,1,"",0,832,"2^6*13^1",2,833,"7^2*17^1",2
3094,"2*7*13*17",4,49,"7^2",1,289,"17^2",1,338,"2^1*13^2",2
3190,"2*5*11*29",4,1,"",0,319,"11^1*29^1",2,320,"2^6*5^1",2
3190,"2*5*11*29",4,5,"5^1",1,116,"2^2*29^1",2,121,"11^2",1
3190,"2*5*11*29",4,11,"11^1",1,29,"29^1",1,40,"2^3*5^1",2
3230,"2*5*17*19",4,1,"",0,1444,"2^2*19^2",2,1445,"5^1*17^2",2
3230,"2*5*17*19",4,17,"17^1",1,608,"2^5*19^1",2,625,"5^4",1
3230,"2*5*17*19",4,64,"2^6",1,361,"19^2",1,425,"5^2*17^1",2
3306,"2*3*19*29",4,1,"",0,57,"3^1*19^1",2,58,"2^1*29^1",2
3306,"2*3*19*29",4,9,"3^2",1,29,"29^1",1,38,"2^1*19^1",2
3306,"2*3*19*29",4,19,"19^1",1,29,"29^1",1,48,"2^4*3^1",2
3458,"2*7*13*19",4,7,"7^1",1,19,"19^1",1,26,"2^1*13^1",2
3542,"2*7*11*23",4,23,"23^1",1,98,"2^1*7^2",2,121,"11^2",1
3542,"2*7*11*23",4,121,"11^2",1,16807,"7^5",1,16928,"2^5*23^2",2
3570,"2*3*5*7*17",5,1,"",0,84,"2^2*3^1*7^1",3,85,"5^1*17^1",2
3570,"2*3*5*7*17",5,1,"",0,119,"7^1*17^1",2,120,"2^3*3^1*5^1",3
3570,"2*3*5*7*17",5,1,"",0,1224,"2^3*3^2*17^1",3,1225,"5^2*7^2",2
3570,"2*3*5*7*17",5,1,"",0,1700,"2^2*5^2*17^1",3,1701,"3^5*7^1",2
3570,"2*3*5*7*17",5,1,"",0,2499,"3^1*7^2*17^1",3,2500,"2^2*5^4",2
3570,"2*3*5*7*17",5,2,"2^1",1,2023,"7^1*17^2",2,2025,"3^4*5^2",2
3570,"2*3*5*7*17",5,3,"3^1",1,340,"2^2*5^1*17^1",3,343,"7^3",1
3570,"2*3*5*7*17",5,5,"5^1",1,51,"3^1*17^1",2,56,"2^3*7^1",2
3570,"2*3*5*7*17",5,5,"5^1",1,63,"3^2*7^1",2,68,"2^2*17^1",2
3570,"2*3*5*7*17",5,5,"5^1",1,238,"2^1*7^1*17^1",3,243,"3^5",1
3570,"2*3*5*7*17",5,5,"5^1",1,289,"17^2",1,294,"2^1*3^1*7^2",3
3570,"2*3*5*7*17",5,5,"5^1",1,1372,"2^2*7^3",2,1377,"3^4*17^1",2
3570,"2*3*5*7*17",5,6,"2^1*3^1",2,119,"7^1*17^1",2,125,"5^3",1
3570,"2*3*5*7*17",5,7,"7^1",1,68,"2^2*17^1",2,75,"3^1*5^2",2
3570,"2*3*5*7*17",5,7,"7^1",1,153,"3^2*17^1",2,160,"2^5*5^1",2
3570,"2*3*5*7*17",5,7,"7^1",1,425,"5^2*17^1",2,432,"2^4*3^3",2
3570,"2*3*5*7*17",5,8,"2^3",1,867,"3^1*17^2",2,875,"5^3*7^1",2
3570,"2*3*5*7*17",5,9,"3^2",1,280,"2^3*5^1*7^1",3,289,"17^2",1
3570,"2*3*5*7*17",5,15,"3^1*5^1",2,34,"2^1*17^1",2,49,"7^2",1
3570,"2*3*5*7*17",5,16,"2^4",1,35,"5^1*7^1",2,51,"3^1*17^1",2
3570,"2*3*5*7*17",5,16,"2^4",1,119,"7^1*17^1",2,135,"3^3*5^1",2
3570,"2*3*5*7*17",5,16,"2^4",1,425,"5^2*17^1",2,441,"3^2*7^2",2
3570,"2*3*5*7*17",5,17,"17^1",1,18,"2^1*3^2",2,35,"5^1*7^1",2
3570,"2*3*5*7*17",5,17,"17^1",1,25,"5^2",1,42,"2^1*3^1*7^1",3
3570,"2*3*5*7*17",5,17,"17^1",1,28,"2^2*7^1",2,45,"3^2*5^1",2
3570,"2*3*5*7*17",5,17,"17^1",1,63,"3^2*7^1",2,80,"2^4*5^1",2
3570,"2*3*5*7*17",5,17,"17^1",1,175,"5^2*7^1",2,192,"2^6*3^1",2
3570,"2*3*5*7*17",5,17,"17^1",1,343,"7^3",1,360,"2^3*3^2*5^1",3
3570,"2*3*5*7*17",5,17,"17^1",1,375,"3^1*5^3",2,392,"2^3*7^2",2
3570,"2*3*5*7*17",5,17,"17^1",1,5103,"3^6*7^1",2,5120,"2^10*5^1",2
3570,"2*3*5*7*17",5,21,"3^1*7^1",2,64,"2^6",1,85,"5^1*17^1",2
3570,"2*3*5*7*17",5,25,"5^2",1,119,"7^1*17^1",2,144,"2^4*3^2",2
3570,"2*3*5*7*17",5,27,"3^3",1,85,"5^1*17^1",2,112,"2^4*7^1",2
3570,"2*3*5*7*17",5,27,"3^3",1,245,"5^1*7^2",2,272,"2^4*17^1",2
3570,"2*3*5*7*17",5,28,"2^2*7^1",2,125,"5^3",1,153,"3^2*17^1",2
3570,"2*3*5*7*17",5,35,"5^1*7^1",2,289,"17^2",1,324,"2^2*3^4",2
3570,"2*3*5*7*17",5,35,"5^1*7^1",2,4096,"2^12",1,4131,"3^5*17^1",2
3570,"2*3*5*7*17",5,36,"2^2*3^2",2,49,"7^2",1,85,"5^1*17^1",2
3570,"2*3*5*7*17",5,49,"7^2",1,51,"3^1*17^1",2,100,"2^2*5^2",2
3570,"2*3*5*7*17",5,49,"7^2",1,240,"2^4*3^1*5^1",3,289,"17^2",1
3570,"2*3*5*7*17",5,49,"7^2",1,680,"2^3*5^1*17^1",3,729,"3^6",1
3570,"2*3*5*7*17",5,68,"2^2*17^1",2,175,"5^2*7^1",2,243,"3^5",1
3570,"2*3*5*7*17",5,68,"2^2*17^1",2,16807,"7^5",1,16875,"3^3*5^4",2
3570,"2*3*5*7*17",5,81,"3^4",1,119,"7^1*17^1",2,200,"2^3*5^2",2
